x,y
60,127
82,3
76,33
86,101
48,195
21,90
55,110
129,22
9,140
128,126
167,168
140,144
156,147
172,178
182,176
51,45
134,66
26,147
71,138
57,114
65,58
47,19
65,69
21,5
11,60
10,184
54,175
118,133
5,195
144,114
23,69
31,117
189,153
48,51
136,58
101,109
119,109
141,175
188,41
188,64
130,180
153,102
174,30
21,166
144,164
64,188
35,192
73,196
43,94
145,153
146,138
154,33
18,94
121,174
175,84
185,37
76,165
44,164
23,148
103,155
135,24
71,66
50,83
182,3
182,30
190,19
133,165
172,77
69,15
124,148
188,39
4,38
5,35
95,2
152,13
119,154
73,148
10,180
18,73
184,134
143,44
87,73
1,111
97,105
79,188
29,81
85,104
119,88
63,72
110,2
52,127
135,62
92,36
106,73
29,143
122,154
196,125
67,82
191,55
183,189
171,33
182,86
12,22
95,168
172,31
174,101
13,15
25,84
26,61
88,119
167,45
146,186
54,133
109,5
9,78
93,140
109,51
148,115
35,45
73,16
3,83
111,50
92,28
6,124
151,109
43,142
129,180
1,164
27,186
156,49
147,31
145,47
58,118
19,103
136,161
69,60
25,77
43,43
99,137
119,69
133,168
108,144
171,114
65,42
12,176
116,69
48,152
69,58
174,144
103,163
148,102
111,171
137,102
148,2
14,94
138,53
100,177
177,129
76,189
53,126
13,6
192,97
66,166
35,154
192,182
173,134
131,89
172,171
117,179
109,152
157,55
2,141
74,151
38,21
123,24
106,119
130,167
153,16
17,143
2,8
121,89
116,184
186,190
159,45
147,153
24,4
41,21
127,113
86,144
15,17
85,21
150,171
81,188
171,4
73,181
127,104
104,35
100,154
125,33
105,118
56,139
62,145
66,186
42,112
149,45
29,108
153,5
95,9
72,125
24,149
138,78
127,145
144,70
63,4
133,47
73,67
21,1
4,96
39,56
173,34
88,25
70,102
71,57
111,91
150,44
91,149
27,185
71,23
18,85
91,29
75,117
83,108
79,112
161,121
160,189
113,37
52,53
152,63
125,40
82,33
107,105
85,22
153,3
29,92
31,34
57,91
101,32
56,175
146,35
76,38
50,63
168,8
139,197
68,131
175,187
173,14
2,6
64,33
185,91
17,46
141,76
192,93
18,20
61,2
110,104
115,80
124,174
121,91
135,58
15,69
10,98
188,157
14,60
23,127
117,49
110,54
25,164
10,186
95,63
7,34
146,30
56,10
198,99
47,58
63,102
191,83
157,56
194,167
89,131
81,53
124,177
148,112
83,139
54,52
57,19
177,103
162,111
119,49
195,135
107,63
45,37
87,145
99,88
13,168
111,46
24,65
75,65
175,102
166,68
54,105
169,36
189,114
40,118
17,93
82,107
90,13
22,82
127,109
149,13
73,37
169,9
153,18
125,77
74,61
2,85
175,38
109,103
52,77
185,64
149,144
165,33
52,92
126,183
118,120
52,167
181,185
24,148
90,157
154,4
83,62
95,122
148,32
71,177
190,108
176,94
11,121
22,89
164,85
86,119
184,62
51,100
25,176
175,116
136,139
34,55
84,57
52,93
129,24
34,26
128,116
109,184
98,164
106,180
73,152
161,155
109,188
128,58
73,10
162,115
69,54
191,116
67,105
109,89
165,103
99,143
80,29
42,149
50,156
91,71
80,63
117,148
172,172
65,167
154,103
98,88
52,17
1,197
95,89
23,126
32,106
71,171
98,197
184,194
131,195
39,188
133,28
127,157
63,12
49,196
181,176
196,162
135,46
148,4
183,175
12,173
81,139
172,91
104,4
68,17
91,148
67,94
19,49
121,166
187,67
10,49
1,45
118,71
135,48
21,172
141,155
39,101
64,55
42,162
115,37
104,60
130,179
12,80
24,24
19,56
105,153
188,86
43,21
78,34
149,27
81,125
21,186
148,145
5,138
129,75
93,34
127,163
76,114
29,13
113,163
77,112
3,43
48,63
196,195
59,113
152,16
168,184
152,182
188,77
61,128
24,110
10,7
165,153
52,61
24,175
55,166
31,54
161,159
12,16
20,43
25,64
164,19
84,128
71,55
142,110
61,91
154,17
133,48
69,162
162,27
44,115
177,49
87,18
112,95
158,154
13,95
139,18
18,36
76,157
12,68
166,34
149,193
134,138
149,24
143,98
152,11
128,44
174,113
181,57
49,78
37,158
182,115
23,178
112,11
161,43
41,164
136,14
129,96
63,45
93,141
86,73
134,55
108,63
15,19
5,133
160,2
199,72
49,60
26,42
176,93
14,22
173,69
2,112
197,182
139,87
25,71
96,64
28,23
47,157
27,120
90,195
149,164
22,2
130,5
126,38
37,152
52,34
122,89
197,193
171,104
146,58
29,12
103,58
11,15
126,197
98,79
86,193
133,35
25,4
152,61
90,4
27,90
179,27
34,151
171,72
73,132
102,40
36,109
106,5
2,164
44,38
113,92
74,86
34,136
151,17
147,96
4,176
10,51
177,63
63,30
39,189
99,112
170,104
113,96
159,192
138,103
39,93
65,120
11,6
36,85
173,8
181,43
44,47
114,156
62,180
55,73
33,103
97,32
32,72
159,169
10,157
139,126
64,142
194,132
58,6
109,43
32,29
194,129
137,158
123,38
55,148
149,29
34,100
120,94
88,99
24,96
151,90
95,36
124,38
32,48
19,21
175,88
111,14
173,29
131,51
168,77
183,35
67,98
148,53
108,12
25,3
115,165
29,85
138,162
6,34
71,135
116,158
48,148
71,181
153,174
139,24
5,8
67,160
5,104
99,58
63,156
135,106
26,176
135,36
96,119
126,181
195,122
10,57
72,53
5,140
91,192
24,5
122,141
69,82
44,32
129,94
184,165
95,94
44,142
119,34
75,116
52,121
166,89
37,9
156,64
101,103
127,115
121,49
100,16
97,4
169,197
180,177
123,81
142,122
191,103
35,190
6,101
45,39
88,193
62,60
127,33
93,122
166,149
193,168
167,7
79,47
131,157
43,150
100,91
35,157
37,148
50,100
39,175
121,157
96,50
191,154
152,99
105,162
113,154
158,66
61,93
96,95
114,58
34,71
183,89
193,74
159,136
3,113
82,57
170,195
49,100
164,182
197,165
152,14
67,3
97,161
49,36
8,188
101,154
139,134
34,118
84,22
63,42
138,71
156,103
194,62
174,76
115,163
163,153
190,75
96,102
60,60
134,195
109,34
11,188
98,3
136,160
76,32
136,121
51,174
170,16
58,24
43,55
57,136
86,72
19,91
106,96
171,27
161,47
32,144
103,81
181,135
20,32
80,66
195,3
179,29
99,87
188,20
70,18
132,53
108,52
4,174
129,194
83,178
184,189
135,113
142,114
158,145
108,18
87,12
24,125
171,42
177,60
39,89
99,134
60,29
126,146
45,105
25,21
36,190
185,139
72,50
118,9
198,16
171,3
152,110
188,43
179,8
134,47
35,102
111,144
68,91
81,154
156,123
15,37
25,149
180,158
12,182
183,78
68,60
191,185
4,151
94,140
140,75
181,195
20,185
179,123
75,120
151,86
43,4
193,83
3,110
23,68
78,140
22,142
184,81
72,140
85,168
68,94
173,114
1,31
140,24
65,86
163,87
51,93
63,189
141,111
133,113
107,153
185,141
86,103
1,121
48,191
48,158
125,14
142,86
49,99
35,159
84,126
67,59
158,83
30,109
185,100
14,68
132,17
64,180
145,98
18,76
165,182
49,103
9,129
140,112
179,17
101,23
48,87
6,122
26,83
87,106
180,65
144,124
174,135
122,87
140,137
12,141
68,55
6,38
40,138
142,53
42,127
145,107
194,57
22,34
31,143
179,96
52,175
63,92
62,73
173,151
75,13
60,194
103,162
113,20
163,105
3,175
60,44
18,8
98,14
41,173
78,153
131,24
143,130
143,126
82,187
107,151
53,105
92,144
68,90
142,98
86,185
62,110
80,5
70,170
164,195
122,137
10,173
192,195
128,94
143,162
172,195
86,182
71,152
189,40
85,181
186,175
123,139
13,59
94,113
41,35
42,174
189,78
47,5
45,6
187,156
17,117
48,179
39,186
110,91
50,17
51,136
193,133
75,31
170,35
172,69
152,105
136,125
162,123
155,92
175,138
102,6
109,129
38,172
191,10
82,71
183,61
25,156
126,170
5,62
131,22
66,143
119,71
195,176
26,113
163,196
113,145
10,111
163,45
71,54
68,129
29,141
49,120
78,107
45,17
183,176
170,119
181,82
72,130
197,69
6,134
107,64
165,22
159,194
115,113
172,75
121,67
38,60
41,8
47,186
6,133
28,57
58,96
11,85
52,62
19,7
129,79
1,156
116,133
7,133
163,118
18,45
24,144
88,13
125,178
42,150
69,103
5,196
139,95
12,174
152,84
80,193
70,180
110,65
66,36
17,195
162,10
55,7
53,35
100,103
165,150
188,48
147,59
59,187
44,25
129,88
18,102
158,130
124,76
61,7
134,102
45,115
125,184
146,195
196,4
24,126
87,26
17,140
197,29
115,156
52,140
151,126
10,21
60,4
16,196
2,1
110,185
92,117
152,72
13,153
28,96
62,57
104,21
191,29
27,158
94,146
94,27
158,56
134,129
110,128
145,152
108,165
194,108
172,191
124,117
153,49
32,50
8,5
193,195
49,178
125,115
128,46
160,79
72,24
105,3
179,125
20,113
99,139
68,130
13,5
144,108
125,71
194,2
127,189
87,120
52,135
152,82
85,98
130,25
73,15
158,77
146,54
167,59
112,154
195,43
49,20
42,117
50,146
56,74
195,168
46,191
188,45
40,127
12,171
36,155
134,57
178,26
69,187
163,121
111,198
91,22
182,109
69,122
68,28
2,76
94,86
105,147
152,107
32,76
24,187
69,109
107,192
55,22
70,57
53,58
142,180
5,198
197,7
92,127
97,137
179,153
193,139
133,26
184,123
18,174
75,38
132,18
48,34
115,106
134,39
93,50
135,191
15,89
132,82
57,112
126,175
184,10
137,74
117,61
131,26
105,63
46,136
27,64
168,42
142,23
150,66
139,189
37,61
194,140
126,154
43,3
5,78
163,90
44,102
51,54
126,126
93,190
20,25
43,118
107,106
4,140
19,148
110,64
11,13
158,6
72,9
151,106
28,194
131,16
75,140
10,96
19,62
31,28
104,23
196,55
160,123
100,3
32,51
134,179
121,172
127,5
155,187
76,68
154,84
27,187
3,185
187,133
81,15
136,3
51,86
76,163
98,132
153,84
114,147
83,7
150,191
193,53
29,72
108,73
159,4
50,150
148,151
82,122
130,169
97,96
105,48
134,190
172,30
53,196
157,118
174,49
99,163
105,116
115,132
94,169
79,15
98,72
164,14
149,194
84,58
140,25
137,75
64,194
187,38
141,123
194,82
55,84
188,62
175,179
155,43
89,8
163,154
93,116
43,141
104,117
173,157
77,119
116,19
127,37
11,154
69,153
151,80
4,103
183,131
178,128
9,73
163,157
138,198
24,87
174,174
155,174
84,130
49,35
179,114
3,119
155,65
197,74
180,72
180,195
10,45
34,85
181,98
197,76
101,39
2,179
10,141
139,158
174,11
173,161
184,90
79,67
8,179
146,75
74,128
89,100
94,191
187,188
105,88
171,69
99,89
66,168
144,62
136,135
136,89
55,124
194,155
69,129
122,191
75,16
68,162
145,31
112,164
122,96
109,131
166,77
4,195
118,137
135,195
57,183
56,59
10,139
90,73
175,104
163,176
175,171
81,78
196,183
117,32
1,50
179,94
11,1
29,34
158,123
11,195
115,23
136,198
53,77
80,154
137,128
135,38
96,81
128,89
80,109
24,168
33,129
153,62
6,55
151,5
28,108
96,121
48,177
195,58
149,38
92,62
29,111
59,95
69,27
186,63
69,183
157,34
94,63
86,142
53,195
10,13
14,87
141,117
151,30
72,151
137,72
52,173
34,156
48,61
177,21
111,174
17,163
66,88
23,73
163,134
162,44
101,13
35,22
76,153
189,38
182,56
26,193
163,184
87,24
57,113
28,5
82,181
167,55
174,150
92,1
129,171
121,198
65,11
9,121
45,146
179,75
28,196
109,79
81,152
181,183
183,191
180,73
118,69
136,1
95,174
108,142
57,9
21,151
182,36
37,186
133,42
151,65
83,81
9,45
198,121
166,33
162,162
63,165
98,194
7,110
35,37
174,178
67,80
23,176
133,7
169,54
18,109
41,22
32,167
128,95
195,124
50,55
69,130
131,153
65,16
184,132
49,48
37,78
66,119
60,77
49,67
106,76
96,182
189,117
111,3
53,76
153,170
45,88
99,154
85,133
60,180
103,139
88,103
109,77
60,186
138,127
172,78
169,57
110,142
184,111
98,162
74,143
30,16
186,192
187,40
100,11
108,11
9,75
29,24
164,62
128,32
40,172
33,119
175,23
37,26
19,9
19,31
150,85
127,69
38,108
129,113
151,15
42,189
192,106
128,97
128,61
129,10
126,166
143,120
132,182
175,27
45,58
135,85
191,53
148,52
80,124
69,8
195,139
143,119
187,171
192,40
25,111
88,166
92,52
192,156
107,100
3,64
12,187
78,191
2,163
149,117
11,179
91,103
155,170
193,38
86,54
91,144
96,38
22,147
34,178
143,118
38,102
178,162
180,115
65,30
159,26
130,75
107,164
93,147
125,59
128,181
89,65
84,120
135,178
128,15
44,71
24,145
42,54
197,100
69,91
139,38
132,127
168,142
83,181
36,66
185,189
60,147
60,164
173,101
128,19
104,178
155,50
99,60
67,92
70,161
14,30
128,183
157,90
96,46
59,2
110,75
123,47
168,168
179,179
147,145
7,134
79,91
116,157
96,183
170,162
163,160
106,178
12,64
171,96
133,136
21,130
60,171
77,188
167,90
60,142
193,51
5,175
146,34
148,161
81,119
51,188
123,173
67,35
162,156
98,33
98,18
144,45
51,166
120,70
3,56
126,77
48,140
20,154
46,45
124,32
114,24
171,39
170,144
139,26
150,108
111,132
91,85
175,186
196,35
87,70
99,156
110,11
126,17
23,151
35,2
158,197
155,148
178,154
88,11
169,56
159,2
187,35
90,89
99,111
111,175
109,175
110,163
119,50
117,193
162,189
45,19
49,128
38,23
40,78
153,108
48,119
161,192
165,67
22,42
137,163
168,127
1,11
75,71
13,172
118,112
2,131
45,129
93,27
179,118
74,141
80,118
91,12
20,125
129,108
193,118
93,9
85,184
88,54
35,109
82,69
29,40
4,128
14,129
53,124
43,46
135,155
51,179
187,173
68,192
30,137
144,52
147,117
98,93
77,139
182,124
194,153
70,121
197,78
152,101
183,96
111,188
83,182
173,153
173,137
160,133
94,72
144,149
181,7
93,127
16,160
24,193
33,15
151,117
139,128
169,120
47,196
151,43
57,4
78,118
167,1
93,168
106,9
171,77
149,70
125,104
117,140
189,64
199,141
17,126
99,107
101,172
194,5
137,138
45,90
27,97
105,123
153,65
150,165
47,132
46,6
96,144
186,106
131,66
129,142
45,118
118,155
7,180
106,21
41,91
29,79
24,115
95,37
147,142
2,128
5,164
169,196
168,153
88,167
88,156
136,37
76,31
123,138
173,21
124,132
64,48
161,84
125,145
3,183
89,24
48,91
141,5
60,189
192,117
154,95
165,18
38,188
77,35
193,61
182,45
93,173
25,166
22,85
80,14
40,5
88,73
6,141
164,77
126,99
113,146
135,56
186,143
43,95
38,66
151,174
18,77
23,34
26,177
33,48
23,169
65,171
160,86
95,133
33,158
75,139
36,55
45,72
115,63
18,57
110,13
192,75
82,92
185,112
167,18
72,178
128,105
193,107
108,168
58,57
106,8
129,28
190,42
129,138
143,125
142,84
60,94
39,26
180,134
156,127
98,130
2,10
41,11
16,90
110,153
46,59
41,150
31,70
165,5
19,76
56,4
187,168
25,32
122,127
91,113
4,165
80,22
132,21
157,194
197,122
70,66
152,93
57,35
68,188
17,44
188,87
101,3
107,169
86,46
185,114
198,79
49,2
73,120
107,188
13,121
17,17
15,55
122,85
105,95
154,137
39,11
174,97
143,155
83,9
195,117
1,66
46,176
57,73
24,191
19,197
12,45
147,124
45,21
143,105
124,146
16,164
63,158
188,132
181,118
30,14
12,102
125,16
164,129
33,54
175,114
29,77
152,24
179,35
167,101
163,117
54,194
103,100
63,173
24,17
124,78
173,96
156,125
116,101
164,131
37,107
26,96
145,11
143,96
120,54
85,127
20,108
21,137
105,96
42,163
149,43
133,24
7,8
95,165
123,103
160,12
176,114
92,58
2,198
113,4
173,135
78,86
54,137
122,50
95,192
125,96
181,110
135,146
31,58
98,192
158,2
111,37
151,32
130,118
96,37
56,81
24,179
35,63
125,130
78,189
67,169
197,15
9,88
100,40
192,138
13,188
31,88
190,117
186,58
186,186
128,195
63,2
132,171
150,194
21,17
82,59
126,156
4,135
100,140
107,116
124,170
74,109
165,183
33,105
112,153
155,69
37,101
73,53
115,84
19,172
32,3
28,40
129,182
89,51
69,18
11,41
65,45
121,130
171,197
197,58
83,83
6,96
55,106
69,67
149,17
18,180
115,2
11,27
91,67
73,58
13,27
89,14
175,92
19,11
36,123
26,158
51,116
134,107
120,52
103,105
186,26
121,97
38,178
167,53
112,174
25,105
97,80
189,105
151,49
84,59
127,171
136,175
52,70
136,27
41,128
130,50
160,88
30,31
134,119
164,154
41,68
165,196
30,23
185,143
128,156
61,28
185,158
36,46
5,56
31,128
135,25
190,189
12,85
134,105
63,14
141,173
37,29
175,95
87,85
16,100
112,197
71,129
102,171
85,81
16,18
11,174
98,70
4,18
3,88
50,21
95,183
3,159
12,59
149,153
66,26
187,96
64,36
13,36
173,172
4,53
2,156
87,20
5,163
140,86
174,105
50,77
126,7
70,155
103,141
90,7
7,80
134,116
22,175
47,155
86,15
162,117
112,122
57,84
102,22
90,19
101,141
129,2
89,107
64,68
98,151
147,90
89,26
139,104
129,157
45,103
112,173
136,183
133,58
112,24
180,9
157,69
129,51
88,183
162,185
73,197
176,129
4,141
187,10
123,115
123,89
92,25
37,38
164,46
122,17
69,100
177,172
2,107
168,140
193,166
84,134
82,175
162,131
156,117
155,196
109,139
27,81
46,151
21,3
93,118
86,3
108,62
127,129
2,20
22,32
190,86
135,6
130,27
159,65
38,140
135,148
47,54
137,89
129,115
21,196
56,18
79,147
88,7
165,126
94,119
93,154
15,159
135,88
114,194
49,31
140,94
87,74
168,53
134,51
115,22
169,192
62,155
62,157
75,60
11,69
156,170
188,110
94,173
184,106
109,173
26,148
121,23
17,13
88,48
89,98
48,89
124,173
65,57
131,163
62,29
104,82
58,70
95,38
192,110
170,102
177,133
78,192
193,182
19,169
113,52
142,131
185,176
49,152
117,22
173,49
175,25
56,113
10,76
15,60
192,157
112,50
78,73
142,142
124,26
109,19
33,139
160,177
153,98
7,187
43,169
88,52
12,54
69,156
91,53
76,72
110,170
92,33
118,48
66,188
119,36
49,86
162,124
15,3
35,4
51,169
96,9
131,95
18,172
179,79
38,149
60,57
55,77
6,36
184,190
9,195
41,23
152,153
172,51
92,130
57,110
110,197
143,72
159,52
64,143
93,30
165,71
21,46
164,16
121,20
80,26
61,167
23,5
8,124
45,111
71,8
180,132
135,164
99,182
4,152
17,9
7,10
57,100
196,116
195,133
18,15
165,55
57,174
15,39
159,188
161,94
59,100
111,43
115,94
6,33
39,53
105,125
46,112
62,103
56,42
165,88
49,194
52,125
127,30
97,101
171,29
183,84
69,78
119,107
64,8
166,21
138,186
9,87
21,43
7,159
43,128
107,88
181,125
153,12
25,159
10,18
127,144
180,162
61,180
128,170
101,69
165,110
181,193
50,81
132,114
31,133
113,50
153,124
101,88
128,59
72,48
148,166
4,12
56,192
82,26
104,19
177,69
93,28
190,157
93,81
47,86
121,128
172,24
98,84
15,61
145,194
38,85
23,112
179,26
82,191
196,194
195,1
193,124
40,7
136,35
81,13
92,149
151,71
148,97
126,114
40,164
117,132
163,144
183,168
123,53
16,68
26,4
31,87
145,62
151,96
57,158
35,145
96,180
158,161
78,187
148,54
137,56
131,179
64,89
87,100
120,167
105,145
168,151
60,31
134,148
77,31
164,72
4,197
36,141
87,45
19,196
91,173
49,80
155,96
27,99
123,188
24,138
43,177
111,22
183,64
125,102
114,149
86,99
131,18
42,129
67,56
69,120
72,36
61,43
107,118
92,119
149,53
56,22
152,195
11,8
196,99
145,139
93,73
142,112
120,158
32,56
165,47
163,99
63,59
66,110
90,2
25,126
12,191
90,178
4,74
19,44
35,162
187,186
88,140
26,159
174,102
58,23
66,68
74,178
140,133
98,193
3,115
104,115
163,114
30,87
174,119
33,70
107,36
63,65
101,181
17,106
184,60
171,153
44,178
40,196
13,60
171,17
4,59
120,76
41,6
126,177
33,176
119,174
23,57
187,15
110,28
142,108
53,164
160,173
54,70
20,127
124,64
4,120
80,75
106,152
15,119
199,98
73,91
17,78
62,77
75,115
99,39
93,48
172,133
65,193
159,134
43,10
141,95
45,70
126,164
110,123
20,197
189,183
190,84
30,56
52,130
31,6
153,47
135,14
89,149
182,26
178,45
133,151
193,170
186,20
44,59
67,78
111,186
64,123
83,102
192,193
65,173
144,63
140,73
80,48
43,15
57,164
147,27
174,127
64,172
181,53
3,180
141,26
139,174
163,110
128,189
114,143
17,91
124,62
194,50
35,150
52,44
70,73
37,142
48,47
19,159
1,29
77,91
185,13
12,96
30,55
194,6
15,140
109,118
125,100
157,122
130,181
21,114
157,42
150,34
160,3
75,62
44,182
157,169
64,166
132,181
135,174
51,124
185,31
183,193
12,156
166,85
134,177
126,101
154,175
50,79
68,38
181,104
91,130
64,54
16,157
16,36
19,90
71,166
178,27
141,38
14,174
110,129
186,4
24,177
60,83
69,92
101,2
132,19
103,156
139,33
32,74
145,51
188,16
108,163
126,152
72,1
74,48
61,61
161,11
13,197
130,65
24,102
28,70
51,4
106,66
127,186
6,62
17,95
192,133
37,134
77,17
25,117
59,19
66,39
127,61
42,34
53,91
64,81
181,121
132,9
170,39
83,132
87,96
175,134
7,178
129,165
173,185
131,35
199,118
127,20
79,152
135,93
38,155
6,160
17,53
104,166
90,35
68,81
137,32
182,148
37,125
150,195
35,108
122,153
73,183
129,47
91,14
53,26
10,194
9,14
110,140
134,147
141,24
9,186
134,43
135,159
101,90
125,113
175,16
151,134
2,193
69,135
58,120
54,95
133,89
89,163
196,179
108,42
110,93
106,128
144,34
69,6
4,78
11,67
134,82
20,44
97,81
53,59
2,123
97,194
100,59
25,116
67,1
37,58
136,5
176,117
42,10
5,182
195,63
112,119
1,15
177,27
94,176
113,90
2,160
184,56
195,52
181,113
181,133
148,75
31,75
13,79
166,131
194,3
140,66
22,87
167,117
43,111
51,151
189,174
55,80
103,52
109,122
48,59
95,39
102,177
19,107
16,111
162,173
57,86
152,71
132,61
169,67
138,175
148,69
152,33
146,14
72,143
156,148
151,88
24,155
47,56
180,112
130,158
115,28
174,171
151,115
51,152
154,99
142,29
92,155
172,105
16,172
7,54
107,95
113,129
195,166
161,104
112,118
11,185
145,177
73,36
180,136
70,174
129,60
122,106
112,142
147,115
42,18
31,85
142,113
168,89
189,16
112,172
131,45
86,93
195,7
18,124
112,3
84,183
40,10
25,124
21,9
43,101
183,57
146,127
43,119
25,158
116,49
36,125
145,64
24,13
55,69
193,153
65,49
28,91
97,141
69,93
118,10
101,193
2,3
59,87
61,189
133,68
156,195
134,88
9,115
177,163
15,118
112,128
61,183
70,92
19,110
144,60
10,54
64,119
5,134
156,57
167,76
176,105
66,17
196,119
132,164
197,124
115,40
171,171
32,127
35,189
115,173
88,150
90,26
5,86
26,184
172,193
55,75
105,52
189,21
66,59
165,57
158,139
137,103
100,194
124,172
170,54
131,20
63,69
185,15
18,68
31,180
86,95
15,62
46,5
61,165
197,96
96,167
80,169
178,124
11,95
16,88
65,156
167,165
60,85
101,25
82,64
159,80
77,41
91,147
106,146
187,19
158,152
92,13
162,88
21,28
181,134
26,181
81,108
70,79
157,191
120,163
134,99
122,128
182,16
156,176
144,178
94,127
180,173
155,181
36,149
117,72
3,148
33,52
68,68
176,144
68,184
30,82
84,12
123,67
132,150
71,95
171,50
119,187
155,146
112,115
5,58
66,90
17,118
57,49
104,106
45,44
118,100
75,158
197,21
175,58
180,138
98,175
9,97
29,156
195,143
123,29
185,41
49,115
7,131
145,5
83,56
160,163
163,88
142,159
9,161
123,171
180,39
110,166
109,127
3,66
72,198
79,74
13,119
141,44
82,29
50,19
92,17
129,92
183,124
93,11
119,189
162,181
170,53
50,3
157,181
54,161
120,92
62,172
66,29
188,134
182,99
157,146
173,79
150,147
158,191
197,98
148,193
104,97
190,41
144,118
32,140
81,178
6,75
68,194
73,93
54,143
153,32
128,33
180,67
31,77
35,164
154,193
2,14
7,39
21,164
116,182
160,43
2,99
116,17
183,152
194,144
45,150
21,188
45,159
171,36
62,158
31,73
57,170
146,32
80,54
168,131
181,100
89,102
149,15
122,110
52,117
159,116
2,74
134,37
62,27
41,186
136,78
159,47
4,164
145,146
18,108
143,183
128,164
32,58
117,117
180,102
133,66
4,87
35,128
82,105
28,25
167,54
119,97
3,6
93,61
195,174
89,166
159,82
47,15
10,38
163,124
86,13
80,151
139,54
45,13
1,132
59,162
190,175
90,198
81,126
158,193
42,52
102,93
77,170
78,149
153,83
106,97
135,45
23,43
15,147
165,101
10,15
124,191
142,25
194,66
177,1
194,97
81,123
111,146
6,103
111,42
194,30
45,139
42,169
18,32
157,126
82,14
122,83
173,48
148,30
150,16
183,114
160,139
64,71
20,72
63,196
73,113
21,194
45,168
95,71
190,104
82,101
136,41
188,153
94,6
91,135
97,49
3,163
187,123
54,34
121,51
142,188
166,81
105,190
149,33
129,111
165,174
154,153
142,178
103,38
34,38
99,62
157,190
122,81
108,151
130,156
90,128
80,146
55,193
87,83
136,109
2,12
155,71
4,118
128,145
60,66
193,58
32,84
84,189
28,59
25,119
48,129
165,45
28,179
156,68
136,154
107,177
44,7
6,98
132,194
102,194
63,95
192,46
14,37
90,193
49,188
30,106
153,60
74,117
43,103
161,42
130,191
176,100
70,150
97,94
14,120
170,166
27,62
68,112
195,98
168,10
4,116
64,125
73,175
166,74
68,40
130,164
164,56
101,194
88,50
69,39
84,33
26,125
157,104
71,120
147,32
151,160
12,196
111,38
118,116
173,177
196,3
30,67
58,115
7,16
18,144
145,187
188,11
148,31
180,99
41,49
191,43
28,121
154,182
135,115
111,169
24,39
35,99
42,88
102,185
99,32
27,101
181,66
185,195
161,132
114,14
27,159
23,105
89,15
164,60
76,12
44,36
109,17
120,48
87,118
186,62
87,157
97,181
172,17
131,87
79,93
182,10
22,18
33,195
83,47
150,130
97,51
84,185
7,173
196,75
110,121
138,35
113,100
17,71
47,67
120,72
62,129
170,43
96,3
52,119
73,60
44,147
15,190
88,142
3,181
183,13
94,60
94,163
150,169
11,21
135,116
58,46
59,128
180,184
140,3
195,36
127,14
74,153
27,178
87,161
171,9
189,111
196,64
21,80
46,158
27,109
92,106
65,128
128,80
190,106
4,57
59,173
128,74
106,86
64,29
196,175
34,177
38,185
167,105
132,6
184,52
173,90
27,134
130,91
83,106
134,94
134,136
8,120
71,65
75,164
143,109
193,185
40,48
174,28
152,194
161,92
148,143
187,61
189,31
90,127
78,109
120,98
142,51
161,160
148,118
153,106
5,40
96,171
23,38
50,23
195,92
89,22
3,78
144,81
176,188
8,49
137,85
135,134
52,59
87,8
155,18
38,123
197,169
87,92
12,111
83,21
115,136
46,187
65,55
69,19
4,85
123,18
141,3
83,92
95,26
166,41
120,25
119,193
83,168
168,195
16,148
163,119
111,67
48,78
41,2
106,148
93,120
52,111
190,46
192,183
38,120
146,117
139,176
40,155
91,47
90,106
115,117
72,131
97,145
162,153
39,190
113,15
197,65
61,130
135,100
19,51
71,179
145,167
8,192
105,43
52,180
54,79
154,31
39,109
9,41
42,172
23,32
44,46
103,42
170,110
119,134
196,46
185,98
48,68
148,153
167,150
126,174
106,71
5,20
160,54
43,107
106,6
3,154
63,56
131,115
95,141
1,101
114,115
84,148
125,194
73,85
28,110
53,94
188,183
101,139
108,128
61,95
135,28
57,87
165,107
29,52
141,94
96,8
158,143
42,86
104,69
191,183
10,55
88,17
14,167
128,79
129,30
62,127
36,101
111,92
155,154
4,143
84,99
36,28
38,55
180,93
98,133
94,74
119,140
171,172
62,48
126,72
52,104
152,114
131,93
191,107
196,24
15,68
87,159
104,164
186,172
84,161
19,13
56,83
74,145
111,167
161,93
52,168
43,39
83,37
1,24
149,30
36,38
37,103
152,181
42,120
41,99
117,163
52,194
197,180
133,138
6,57
175,153
154,149
95,152
194,127
192,153
123,63
136,196
55,9
137,57
76,107
35,119
134,11
166,4
104,22
32,179
182,34
80,92
152,118
158,91
177,127
99,47
4,34
52,143
164,169
182,6
132,124
123,116
167,40
131,68
124,81
177,101
147,42
151,181
159,106
53,51
115,114
27,93
23,40
101,91
96,10
174,68
158,4
60,192
82,91
139,94
145,103
8,158
123,2
160,90
165,163
3,58
162,12
196,182
181,2
119,6
181,52
10,169
169,50
62,164
54,72
33,165
106,78
58,140
112,114
157,9
109,21
24,18
31,68
66,121
115,146
54,59
181,68
109,107
158,79
17,74
171,78
113,83
164,12
187,154
21,161
183,27
92,147
88,21
196,16
139,191
47,46
80,94
186,90
72,121
194,11
41,168
25,93
62,8
3,189
82,108
63,10
152,161
150,112
57,128
63,122
133,102
150,73
18,75
122,102
71,82
58,196
26,68
77,87
134,5
50,153
68,73
56,111
13,154
116,153
152,17
87,141
180,42
30,110
30,41
92,142
133,4
71,93
16,118
186,69
